county,year,race,sex,total
Halifax,2000,white,male,11730
Harnett,2000,white,male,33961
Haywood,2000,white,male,25292
Henderson,2000,white,male,41321
Hertford,2000,white,male,4190
Hoke,2000,white,male,8446
Hyde,2000,white,male,1897
Iredell,2000,white,male,51353
Jackson,2000,white,male,13963
Johnston,2000,white,male,51043
Jones,2000,white,male,3180
Lee,2000,white,male,19187
Lenoir,2000,white,male,16937
Lincoln,2000,white,male,29533
Macon,2000,white,male,13958
Madison,2000,white,male,9496
Martin,2000,white,male,6511
McDowell,2000,white,male,19603
Mecklenburg,2000,white,male,236167
Mitchell,2000,white,male,7549
Montgomery,2000,white,male,10206
Moore,2000,white,male,30113
Nash,2000,white,male,27433
New Hanover,2000,white,male,63593
Northampton,2000,white,male,4271
Onslow,2000,white,male,63971
Orange,2000,white,male,44818
Pamlico,2000,white,male,4742
Pasquotank,2000,white,male,9794
Pender,2000,white,male,15659
Perquimans,2000,white,male,3928
Person,2000,white,male,12266
Pitt,2000,white,male,41706
Polk,2000,white,male,8123
Randolph,2000,white,male,59980
Richmond,2000,white,male,15172
Robeson,2000,white,male,21671
Rockingham,2000,white,male,35426
Rowan,2000,white,male,53224
Rutherford,2000,white,male,26599
Sampson,2000,white,male,20203
Scotland,2000,white,male,8943
Stanly,2000,white,male,24590
Stokes,2000,white,male,20717
Surry,2000,white,male,32961
Swain,2000,white,male,4215
Transylvania,2000,white,male,13290
Tyrrell,2000,white,male,1218
Union,2000,white,male,54089
Vance,2000,white,male,10539
Wake,2000,white,male,239192
Warren,2000,white,male,3927
Washington,2000,white,male,3333
Watauga,2000,white,male,20708
Wayne,2000,white,male,36817
Wilkes,2000,white,male,30809
Wilson,2000,white,male,21443
Yadkin,2000,white,male,17150
Yancey,2000,white,male,8538
Alamance,2001,aian,female,352
Alexander,2001,aian,female,22
Alleghany,2001,aian,female,10
Anson,2001,aian,female,43
Ashe,2001,aian,female,29
Avery,2001,aian,female,23
Beaufort,2001,aian,female,57
Bertie,2001,aian,female,37
Bladen,2001,aian,female,377
Brunswick,2001,aian,female,307
Buncombe,2001,aian,female,395
Burke,2001,aian,female,158
Cabarrus,2001,aian,female,262
Caldwell,2001,aian,female,102
Camden,2001,aian,female,13
Carteret,2001,aian,female,135
Caswell,2001,aian,female,22
Catawba,2001,aian,female,205
Chatham,2001,aian,female,148
Cherokee,2001,aian,female,201
Chowan,2001,aian,female,20
Clay,2001,aian,female,17
Cleveland,2001,aian,female,73
Columbus,2001,aian,female,885
Craven,2001,aian,female,205
Cumberland,2001,aian,female,2520
Currituck,2001,aian,female,45
Dare,2001,aian,female,45
Davidson,2001,aian,female,329
Davie,2001,aian,female,52
Duplin,2001,aian,female,117
Durham,2001,aian,female,464
Edgecombe,2001,aian,female,79
Forsyth,2001,aian,female,580
Franklin,2001,aian,female,123
Gaston,2001,aian,female,301
Gates,2001,aian,female,21
Graham,2001,aian,female,287
Granville,2001,aian,female,80
Greene,2001,aian,female,47
Guilford,2001,aian,female,1126
Halifax,2001,aian,female,899
Harnett,2001,aian,female,478
Haywood,2001,aian,female,132
Henderson,2001,aian,female,149
Hertford,2001,aian,female,154
Hoke,2001,aian,female,2082
Hyde,2001,aian,female,5
Iredell,2001,aian,female,206
Jackson,2001,aian,female,1745
Johnston,2001,aian,female,299
Jones,2001,aian,female,21
Lee,2001,aian,female,129
Lenoir,2001,aian,female,75
Lincoln,2001,aian,female,88
Macon,2001,aian,female,47
Madison,2001,aian,female,24
Martin,2001,aian,female,46
McDowell,2001,aian,female,73
Mecklenburg,2001,aian,female,1518
Mitchell,2001,aian,female,36
Montgomery,2001,aian,female,68
Moore,2001,aian,female,280
Nash,2001,aian,female,224
New Hanover,2001,aian,female,352
Northampton,2001,aian,female,30
Onslow,2001,aian,female,509
Orange,2001,aian,female,263
Pamlico,2001,aian,female,35
Pasquotank,2001,aian,female,63
Pender,2001,aian,female,101
Perquimans,2001,aian,female,12
Person,2001,aian,female,113
Pitt,2001,aian,female,228
Polk,2001,aian,female,23
Randolph,2001,aian,female,343
Richmond,2001,aian,female,434
Robeson,2001,aian,female,24678
Rockingham,2001,aian,female,148
Rowan,2001,aian,female,218
Rutherford,2001,aian,female,47
Sampson,2001,aian,female,634
Scotland,2001,aian,female,1714
Stanly,2001,aian,female,71
Stokes,2001,aian,female,62
Surry,2001,aian,female,93
Swain,2001,aian,female,1952
Transylvania,2001,aian,female,40
Tyrrell,2001,aian,female,4
Union,2001,aian,female,285
Vance,2001,aian,female,63
Wake,2001,aian,female,1429
Warren,2001,aian,female,511
Washington,2001,aian,female,7
Watauga,2001,aian,female,57
Wayne,2001,aian,female,208
Wilkes,2001,aian,female,48
Wilson,2001,aian,female,102
Yadkin,2001,aian,female,36
Yancey,2001,aian,female,37
Alamance,2001,asian,female,697
Alexander,2001,asian,female,185
Alleghany,2001,asian,female,9
Anson,2001,asian,female,106
Ashe,2001,asian,female,43
Avery,2001,asian,female,18
Beaufort,2001,asian,female,74
Bertie,2001,asian,female,18
Bladen,2001,asian,female,28
Brunswick,2001,asian,female,139
Buncombe,2001,asian,female,861
Burke,2001,asian,female,1695
Cabarrus,2001,asian,female,801
Caldwell,2001,asian,female,191
Camden,2001,asian,female,27
Carteret,2001,asian,female,254
Caswell,2001,asian,female,27
Catawba,2001,asian,female,2353
Chatham,2001,asian,female,281
Cherokee,2001,asian,female,46
Chowan,2001,asian,female,25
Clay,2001,asian,female,7
Cleveland,2001,asian,female,376
Columbus,2001,asian,female,84
Craven,2001,asian,female,701
Cumberland,2001,asian,female,4338
Currituck,2001,asian,female,56
Dare,2001,asian,female,81
Davidson,2001,asian,female,746
Davie,2001,asian,female,82
Duplin,2001,asian,female,94
Durham,2001,asian,female,4157
Edgecombe,2001,asian,female,63
Forsyth,2001,asian,female,1927
Franklin,2001,asian,female,114
Gaston,2001,asian,female,1004
Gates,2001,asian,female,16
Graham,2001,asian,female,10
Granville,2001,asian,female,93
Greene,2001,asian,female,17
Guilford,2001,asian,female,5808
Halifax,2001,asian,female,166
Harnett,2001,asian,female,460
Haywood,2001,asian,female,95
Henderson,2001,asian,female,362
Hertford,2001,asian,female,53
Hoke,2001,asian,female,229
Hyde,2001,asian,female,14
Iredell,2001,asian,female,910
Jackson,2001,asian,female,95
Johnston,2001,asian,female,308
Jones,2001,asian,female,20
Lee,2001,asian,female,249
Lenoir,2001,asian,female,133
Lincoln,2001,asian,female,134
Macon,2001,asian,female,74
Madison,2001,asian,female,34
Martin,2001,asian,female,34
McDowell,2001,asian,female,206
Mecklenburg,2001,asian,female,12447
Mitchell,2001,asian,female,22
Montgomery,2001,asian,female,251
Moore,2001,asian,female,261
Nash,2001,asian,female,273
New Hanover,2001,asian,female,857
Northampton,2001,asian,female,13
Onslow,2001,asian,female,1872
Orange,2001,asian,female,2832
Pamlico,2001,asian,female,34
Pasquotank,2001,asian,female,175
Pender,2001,asian,female,65
Perquimans,2001,asian,female,17
Person,2001,asian,female,35
Pitt,2001,asian,female,863
Polk,2001,asian,female,31
Randolph,2001,asian,female,524
Richmond,2001,asian,female,170
Robeson,2001,asian,female,289
Rockingham,2001,asian,female,178
Rowan,2001,asian,female,619
Rutherford,2001,asian,female,132
Sampson,2001,asian,female,163
Scotland,2001,asian,female,116
Stanly,2001,asian,female,518
Stokes,2001,asian,female,75
Surry,2001,asian,female,215
Swain,2001,asian,female,16
Transylvania,2001,asian,female,83
Tyrrell,2001,asian,female,19
Union,2001,asian,female,507
Vance,2001,asian,female,104
Wake,2001,asian,female,12302
Warren,2001,asian,female,15
Washington,2001,asian,female,29
Watauga,2001,asian,female,164
Wayne,2001,asian,female,760
Wilkes,2001,asian,female,144
Wilson,2001,asian,female,188
Yadkin,2001,asian,female,59
Yancey,2001,asian,female,20
Alamance,2001,black,female,13742
Alexander,2001,black,female,858
Alleghany,2001,black,female,61
Anson,2001,black,female,6398
Ashe,2001,black,female,82
Avery,2001,black,female,45
Beaufort,2001,black,female,7106
Bertie,2001,black,female,6696
Bladen,2001,black,female,6606
Brunswick,2001,black,female,5753
Buncombe,2001,black,female,8123
Burke,2001,black,female,2624
Cabarrus,2001,black,female,9257
Caldwell,2001,black,female,2142
Camden,2001,black,female,610
Carteret,2001,black,female,2086
Caswell,2001,black,female,4219
Catawba,2001,black,female,6426
Chatham,2001,black,female,4528
Cherokee,2001,black,female,193
Chowan,2001,black,female,2954
Clay,2001,black,female,43
Cleveland,2001,black,female,10846
Columbus,2001,black,female,9037
Craven,2001,black,female,11978
Cumberland,2001,black,female,55715
Currituck,2001,black,female,704
Dare,2001,black,female,410
Davidson,2001,black,female,7355
Davie,2001,black,female,1264
Duplin,2001,black,female,7803
Durham,2001,black,female,49407
Edgecombe,2001,black,female,17644
Forsyth,2001,black,female,43861
Franklin,2001,black,female,7563
Gaston,2001,black,female,14616
Gates,2001,black,female,2145
Graham,2001,black,female,5
Granville,2001,black,female,8081
Greene,2001,black,female,3790
Guilford,2001,black,female,69042
Halifax,2001,black,female,15960
Harnett,2001,black,female,11086
Haywood,2001,black,female,346
Henderson,2001,black,female,1437
Hertford,2001,black,female,7459
Hoke,2001,black,female,6718
Hyde,2001,black,female,878
Iredell,2001,black,female,9305
Jackson,2001,black,female,311
Johnston,2001,black,female,10591
Jones,2001,black,female,1977
Lee,2001,black,female,5463
Lenoir,2001,black,female,13205
Lincoln,2001,black,female,2182
Macon,2001,black,female,141
Madison,2001,black,female,67
Martin,2001,black,female,6318
McDowell,2001,black,female,743
Mecklenburg,2001,black,female,110010
Mitchell,2001,black,female,21
Montgomery,2001,black,female,2871
Moore,2001,black,female,6283
Nash,2001,black,female,16228
New Hanover,2001,black,female,15064
Northampton,2001,black,female,6926
Onslow,2001,black,female,13385
Orange,2001,black,female,8871
Pamlico,2001,black,female,1509
Pasquotank,2001,black,female,7265
Pender,2001,black,female,5021
Perquimans,2001,black,female,1742
Person,2001,black,female,5500
Pitt,2001,black,female,25335
Polk,2001,black,female,552
Randolph,2001,black,female,3926
Richmond,2001,black,female,7386
Robeson,2001,black,female,16569
Rockingham,2001,black,female,9660
Rowan,2001,black,female,10855
Rutherford,2001,black,female,3695
Sampson,2001,black,female,9549
Scotland,2001,black,female,7298
Stanly,2001,black,female,3355
Stokes,2001,black,female,1085
Surry,2001,black,female,1542
Swain,2001,black,female,80
Transylvania,2001,black,female,599
Tyrrell,2001,black,female,714
Union,2001,black,female,8630
Vance,2001,black,female,11622
Wake,2001,black,female,70786
Warren,2001,black,female,5592
Washington,2001,black,female,3598
Watauga,2001,black,female,337
Wayne,2001,black,female,19914
Wilkes,2001,black,female,1411
Wilson,2001,black,female,15965
Yadkin,2001,black,female,642
Yancey,2001,black,female,47
Alamance,2001,other,female,609
Alexander,2001,other,female,118
Alleghany,2001,other,female,34
Anson,2001,other,female,57
Ashe,2001,other,female,55
Avery,2001,other,female,55
Beaufort,2001,other,female,134
Bertie,2001,other,female,37
Bladen,2001,other,female,115
Brunswick,2001,other,female,323
Buncombe,2001,other,female,1076
Burke,2001,other,female,352
Cabarrus,2001,other,female,528
Caldwell,2001,other,female,251
Camden,2001,other,female,32
Carteret,2001,other,female,287
Caswell,2001,other,female,77
Catawba,2001,other,female,571
Chatham,2001,other,female,216
Cherokee,2001,other,female,155
Chowan,2001,other,female,45
Clay,2001,other,female,26
Cleveland,2001,other,female,337
Columbus,2001,other,female,208
Craven,2001,other,female,634
Cumberland,2001,other,female,3812
Currituck,2001,other,female,86
Dare,2001,other,female,136
Davidson,2001,other,female,531
Davie,2001,other,female,129
Duplin,2001,other,female,139
Durham,2001,other,female,1409
Edgecombe,2001,other,female,140
Forsyth,2001,other,female,1608
Franklin,2001,other,female,182
Gaston,2001,other,female,742
Gates,2001,other,female,45
Graham,2001,other,female,42
Granville,2001,other,female,157
Greene,2001,other,female,51
Guilford,2001,other,female,2295
Halifax,2001,other,female,184
Harnett,2001,other,female,558
Haywood,2001,other,female,172
Henderson,2001,other,female,366
Hertford,2001,other,female,87
Hoke,2001,other,female,322
Hyde,2001,other,female,18
Iredell,2001,other,female,449
Jackson,2001,other,female,215
Johnston,2001,other,female,424
Jones,2001,other,female,49
Lee,2001,other,female,173
Lenoir,2001,other,female,154
Lincoln,2001,other,female,217
Macon,2001,other,female,92
Madison,2001,other,female,56
Martin,2001,other,female,62
McDowell,2001,other,female,143
Mecklenburg,2001,other,female,3601
Mitchell,2001,other,female,46
Montgomery,2001,other,female,85
Moore,2001,other,female,321
Nash,2001,other,female,338
New Hanover,2001,other,female,732
Northampton,2001,other,female,59
Onslow,2001,other,female,1802
Orange,2001,other,female,898
Pamlico,2001,other,female,34
Pasquotank,2001,other,female,203
Pender,2001,other,female,165
Perquimans,2001,other,female,35
Person,2001,other,female,121
Pitt,2001,other,female,583
Polk,2001,other,female,60
Randolph,2001,other,female,467
Richmond,2001,other,female,260
Robeson,2001,other,female,747
Rockingham,2001,other,female,310
Rowan,2001,other,female,520
Rutherford,2001,other,female,251
Sampson,2001,other,female,220
Scotland,2001,other,female,234
Stanly,2001,other,female,195
Stokes,2001,other,female,113
Surry,2001,other,female,199
Swain,2001,other,female,147
Transylvania,2001,other,female,167
Tyrrell,2001,other,female,13
Union,2001,other,female,482
Vance,2001,other,female,120
Wake,2001,other,female,3905
Warren,2001,other,female,80
Washington,2001,other,female,51
Watauga,2001,other,female,140
Wayne,2001,other,female,585
Wilkes,2001,other,female,182
Wilson,2001,other,female,233
Yadkin,2001,other,female,89
Yancey,2001,other,female,43
Alamance,2001,white,female,54156
Alexander,2001,white,female,15845
Alleghany,2001,white,female,5313
Anson,2001,white,female,6364
Ashe,2001,white,female,12381
Avery,2001,white,female,8096
Beaufort,2001,white,female,16240
Bertie,2001,white,female,3765
Bladen,2001,white,female,9738
Brunswick,2001,white,female,32311
Buncombe,2001,white,female,98178
Burke,2001,white,female,39859
Cabarrus,2001,white,female,58372
Caldwell,2001,white,female,37012
Camden,2001,white,female,2871
Carteret,2001,white,female,27544
Caswell,2001,white,female,7340
Catawba,2001,white,female,63864
Chatham,2001,white,female,20805
Cherokee,2001,white,female,12082
Chowan,2001,white,female,4572
Clay,2001,white,female,4512
Cleveland,2001,white,female,38438
Columbus,2001,white,female,18203
Craven,2001,white,female,32482
Cumberland,2001,white,female,83934
Currituck,2001,white,female,8525
Dare,2001,white,female,14776
Davidson,2001,white,female,67046
Davie,2001,white,female,16751
Duplin,2001,white,female,17218
Durham,2001,white,female,63226
Edgecombe,2001,white,female,11911
Forsyth,2001,white,female,114268
Franklin,2001,white,female,16710
Gaston,2001,white,female,81856
Gates,2001,white,female,3165
Graham,2001,white,female,3798
Granville,2001,white,female,15393
Greene,2001,white,female,5304
Guilford,2001,white,female,143912
Halifax,2001,white,female,12736
Harnett,2001,white,female,34772
Haywood,2001,white,female,27728
Henderson,2001,white,female,44835
Hertford,2001,white,female,4452
Hoke,2001,white,female,7928
Hyde,2001,white,female,1825
Iredell,2001,white,female,54245
Jackson,2001,white,female,14926
Johnston,2001,white,female,52477
Jones,2001,white,female,3228
Lee,2001,white,female,19437
Lenoir,2001,white,female,17743
Lincoln,2001,white,female,30396
Macon,2001,white,female,15389
Madison,2001,white,female,9793
Martin,2001,white,female,7080
McDowell,2001,white,female,20276
Mecklenburg,2001,white,female,238268
Mitchell,2001,white,female,7947
Montgomery,2001,white,female,10123
Moore,2001,white,female,32254
Nash,2001,white,female,28569
New Hanover,2001,white,female,68232
Northampton,2001,white,female,4457
Onslow,2001,white,female,50273
Orange,2001,white,female,49239
Pamlico,2001,white,female,4781
Pasquotank,2001,white,female,10216
Pender,2001,white,female,15426
Perquimans,2001,white,female,4248
Person,2001,white,female,12919
Pitt,2001,white,female,44628
Polk,2001,white,female,9207
Randolph,2001,white,female,61473
Richmond,2001,white,female,15480
Robeson,2001,white,female,21476
Rockingham,2001,white,female,37348
Rowan,2001,white,female,54328
Rutherford,2001,white,female,28914
Sampson,2001,white,female,20120
Scotland,2001,white,female,9537
